id	modified	basisOfRecord	occurrenceID	individualCount	sex	lifeStage	eventID	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet
B6B00737-2780-4250-B806-21817EE775DB	2018-01-31 15:51:34.537	HumanObservation	34475CA4-6745-4068-9F3F-3095A249F429	1	Female	Adult	B6B00737-2780-4250-B806-21817EE775DB	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
B6B00737-2780-4250-B806-21817EE775DB	2018-02-12 12:43:00.397	HumanObservation	B4CEE881-23F9-4AE3-BF23-DC5F816A09AE	1	unknown	Juvenile	B6B00737-2780-4250-B806-21817EE775DB	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
C2BAC2ED-17A8-4932-BEC1-A73525D3D4DE	2018-01-31 15:51:34.537	HumanObservation	388607D4-1926-43B4-A7B9-84650283CD47	1	Female	Adult	C2BAC2ED-17A8-4932-BEC1-A73525D3D4DE	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
C2BAC2ED-17A8-4932-BEC1-A73525D3D4DE	2018-02-12 12:43:00.397	HumanObservation	12636DA5-2BD9-4071-942A-216350E440C6	3	unknown	Juvenile	C2BAC2ED-17A8-4932-BEC1-A73525D3D4DE	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
1F58D757-1A91-44E5-A729-D2551DD3E9A9	2018-01-31 15:51:34.537	HumanObservation	2C4C5C62-A33D-4FF2-960A-A94D6E567A16	1	Female	Adult	1F58D757-1A91-44E5-A729-D2551DD3E9A9	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
1F58D757-1A91-44E5-A729-D2551DD3E9A9	2018-02-12 12:43:00.397	HumanObservation	2D0B97D3-4793-4D5C-BCD0-BCC26D638AEC	4	unknown	Juvenile	1F58D757-1A91-44E5-A729-D2551DD3E9A9	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
61233A70-F048-40CC-8853-81F142DD1EEB	2018-01-31 15:51:34.537	HumanObservation	0E25125B-5844-4FD8-85D2-47D72956E1F5	1	Male	Adult	61233A70-F048-40CC-8853-81F142DD1EEB	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
61233A70-F048-40CC-8853-81F142DD1EEB	2018-01-31 15:51:34.537	HumanObservation	AA00DC2C-128C-424F-8A95-E29BF1250F59	1	Female	Adult	61233A70-F048-40CC-8853-81F142DD1EEB	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
61233A70-F048-40CC-8853-81F142DD1EEB	2018-02-12 12:43:00.397	HumanObservation	949BE474-8DEA-4C35-A3A3-83CC3FF0B3A3	1	unknown	Juvenile	61233A70-F048-40CC-8853-81F142DD1EEB	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
67E649AC-5577-4818-B232-D1CC56BD0477	2018-02-12 12:43:00.397	HumanObservation	053BAB01-A620-43B6-8032-3B1EAC47E6AC	3	unknown	Juvenile	67E649AC-5577-4818-B232-D1CC56BD0477	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
1B3C72B7-1978-4F87-823A-C6D8C60F74BE	2018-01-31 15:51:34.537	HumanObservation	46C78031-4B9B-4748-AFD8-DCAE2AC835FE	1	Male	Adult	1B3C72B7-1978-4F87-823A-C6D8C60F74BE	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
1B3C72B7-1978-4F87-823A-C6D8C60F74BE	2018-02-12 12:43:00.397	HumanObservation	13AF7E74-B6B9-424F-9209-6A0484FF5D06	3	unknown	Juvenile	1B3C72B7-1978-4F87-823A-C6D8C60F74BE	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
A8607E68-FFD8-41F2-8058-2CF37B0D919A	2018-01-31 15:51:34.537	HumanObservation	FEC9F5AA-F00D-43D9-8C0A-3F453578FB53	1	Female	Adult	A8607E68-FFD8-41F2-8058-2CF37B0D919A	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
A8607E68-FFD8-41F2-8058-2CF37B0D919A	2018-02-12 12:43:00.397	HumanObservation	09FFEF66-34D4-4138-8528-86F088A42928	7	unknown	Juvenile	A8607E68-FFD8-41F2-8058-2CF37B0D919A	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
56B29531-D84A-4893-A2F9-E52DD64822A7	2018-01-31 15:51:34.537	HumanObservation	16F40AD0-1C57-445D-A05E-99230CDA7B45	1	Female	Adult	56B29531-D84A-4893-A2F9-E52DD64822A7	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
56B29531-D84A-4893-A2F9-E52DD64822A7	2018-02-12 12:43:00.397	HumanObservation	AB594743-1587-4B1F-8C7B-2E0EA60A100B	1	unknown	Juvenile	56B29531-D84A-4893-A2F9-E52DD64822A7	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
8AF7C82E-619C-43CD-A406-221C9CCA2F83	2018-02-12 12:43:00.397	HumanObservation	5E1CB360-5DB7-491E-BB27-9EF6DB76ACA9	1	unknown	Juvenile	8AF7C82E-619C-43CD-A406-221C9CCA2F83	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
76F2108F-266D-4062-A1BF-31B6457492C1	2018-01-31 15:51:34.537	HumanObservation	176C5CB8-26CC-4BE0-AD64-B70B32CD968F	1	Male	Adult	76F2108F-266D-4062-A1BF-31B6457492C1	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
76F2108F-266D-4062-A1BF-31B6457492C1	2018-01-31 15:51:34.537	HumanObservation	55FDB62F-6076-4F89-B019-6F8FE0ACD4D1	1	Female	Adult	76F2108F-266D-4062-A1BF-31B6457492C1	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
76F2108F-266D-4062-A1BF-31B6457492C1	2018-02-12 12:43:00.397	HumanObservation	0BDD8D55-6BB3-4EEF-85FE-C48E71F97AC1	14	unknown	Juvenile	76F2108F-266D-4062-A1BF-31B6457492C1	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
CBB5193B-C6D3-45DF-B3B2-E202F53DD5FD	2018-01-31 15:51:34.537	HumanObservation	853D86D4-60D3-4C0E-952F-A1F2D084D6DF	1	Female	Adult	CBB5193B-C6D3-45DF-B3B2-E202F53DD5FD	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
CBB5193B-C6D3-45DF-B3B2-E202F53DD5FD	2018-02-12 12:43:00.397	HumanObservation	DBB2D376-049C-4912-9232-32361732968A	1	unknown	Juvenile	CBB5193B-C6D3-45DF-B3B2-E202F53DD5FD	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
205A79E2-35C1-4571-99C1-AE8DF9B1DBA0	2018-01-31 15:51:34.537	HumanObservation	93B2EE61-6EF6-4B19-B42C-A973D8F3CE72	1	Female	Adult	205A79E2-35C1-4571-99C1-AE8DF9B1DBA0	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
205A79E2-35C1-4571-99C1-AE8DF9B1DBA0	2018-02-12 12:43:00.397	HumanObservation	82506A18-E20B-4729-B302-475662FFDDED	1	unknown	Juvenile	205A79E2-35C1-4571-99C1-AE8DF9B1DBA0	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
C0DBBDBC-5CAA-4984-84EF-42D8E17237AD	2018-01-31 15:51:34.537	HumanObservation	9360B853-CF4A-42F9-AAAD-D9FAD0BCEA09	1	Male	Adult	C0DBBDBC-5CAA-4984-84EF-42D8E17237AD	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
C0DBBDBC-5CAA-4984-84EF-42D8E17237AD	2018-02-12 12:43:00.397	HumanObservation	EB31FBB1-992E-435A-8E19-A0F27D1FCDC2	9	unknown	Juvenile	C0DBBDBC-5CAA-4984-84EF-42D8E17237AD	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
866EAAEE-3825-49AA-89C8-2E220D0A8AC2	2018-01-31 15:51:34.537	HumanObservation	10892615-C39C-4429-A2E4-2FD3EEA5A4D5	1	Male	Adult	866EAAEE-3825-49AA-89C8-2E220D0A8AC2	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
866EAAEE-3825-49AA-89C8-2E220D0A8AC2	2018-01-31 15:51:34.537	HumanObservation	7D2F20BE-C52F-484B-AD72-2BE7E0641E69	1	Female	Adult	866EAAEE-3825-49AA-89C8-2E220D0A8AC2	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
866EAAEE-3825-49AA-89C8-2E220D0A8AC2	2018-02-12 12:43:00.397	HumanObservation	489D1FDF-0906-4EF5-A378-BFB38FCC32E5	9	unknown	Juvenile	866EAAEE-3825-49AA-89C8-2E220D0A8AC2	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
03DC88F8-955E-4AB3-AAD0-3C2048C2CECB	2018-02-12 12:43:00.397	HumanObservation	05026657-6F68-4F75-AA53-058512038E1C	1	unknown	Juvenile	03DC88F8-955E-4AB3-AAD0-3C2048C2CECB	https://www.gbif.org/species/2473421	Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus
